No.,Ref,Material 1,Formula,MagpieData mean Number,MagpieData mean Electronegativity,MagpieData mean AtomicRadius,MagpieData mean CovalentRadius,MagpieData mean Density,MagpieData mean Row,MagpieData mean Column,size (nm),Shape,Synthesis Method,zeta potential,bacteria,gram stain,motility,Oxygen Requirement,Shape.1,Arrangement,duration,temperature,MIC (ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂµg/mL),MIC_class,MIC_pred (ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂµg/mL),MIC_pred (ÃÂÃÂÃÂÃÂµg/mL),MIC_pred (ÃÂÃÂµg/mL),MBC_pred (ÃÂµg/mL),MBC_pred (Âµg/mL),MBC_pred (µg/mL)
581,,Ag,Ag,47,1.93,1.6,145,10490,5,11,64,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,339.9584,283.48358,323.16547,88.84403,35.898766,1526.1665
582,,Ag,Ag,47,1.93,1.6,145,10490,5,11,64,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,339.95874,238.3036,262.12363,73.13822,35.898766,477.14453
583,,Ag,Ag,47,1.93,1.6,145,10490,5,11,64,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,104.8113,116.4768,94.133896,70.86332,37.3998,481.45972
584,,Ag,Ag,47,1.93,1.6,145,10490,5,11,64,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,113.32775,160.90643,127.62764,88.84403,38.347107,1526.1665
585,,Ag,Ag,47,1.93,1.6,145,10490,5,11,64,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,104.8113,120.209435,86.184296,73.13822,38.347107,477.14453
586,,Ag,Ag,47,1.93,1.6,145,10490,5,11,65,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.27917,116.011116,139.61581,85.92688,56.64406,533.697
587,,Ag,Ag,47,1.93,1.6,145,10490,5,11,65,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,124.79558,151.45566,170.12306,91.39305,59.33104,1583.898
588,,Ag,Ag,47,1.93,1.6,145,10490,5,11,65,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.27917,115.95737,137.12881,87.45799,60.382042,530.7661
589,,Ag,Ag,47,1.93,1.6,145,10490,5,11,65,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,339.95874,204.37737,270.07324,70.86332,34.951458,533.697
590,,Ag,Ag,47,1.93,1.6,145,10490,5,11,65,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,339.9584,283.48358,323.16547,88.84403,35.898766,1583.898
591,,Ag,Ag,47,1.93,1.6,145,10490,5,11,65,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,339.95874,238.3036,262.12363,73.13822,35.898766,530.7661
592,,Ag,Ag,47,1.93,1.6,145,10490,5,11,65,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,104.8113,116.4768,94.133896,70.86332,37.3998,533.697
593,,Ag,Ag,47,1.93,1.6,145,10490,5,11,65,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,113.32775,160.90643,127.62764,88.84403,38.347107,1583.898
594,,Ag,Ag,47,1.93,1.6,145,10490,5,11,65,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,104.8113,120.209435,86.184296,73.13822,38.347107,530.7661
595,,Ag,Ag,47,1.93,1.6,145,10490,5,11,66,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.27917,116.011116,139.61581,85.92688,56.64406,533.697
596,,Ag,Ag,47,1.93,1.6,145,10490,5,11,66,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,124.79558,151.45566,170.12306,91.39305,59.33104,1583.898
597,,Ag,Ag,47,1.93,1.6,145,10490,5,11,66,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.27917,115.95737,137.12881,87.45799,60.382042,530.7661
598,,Ag,Ag,47,1.93,1.6,145,10490,5,11,66,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,339.95874,204.37737,270.07324,70.86332,34.951458,533.697
599,,Ag,Ag,47,1.93,1.6,145,10490,5,11,66,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,339.9584,283.48358,323.16547,88.84403,35.898766,1583.898
600,,Ag,Ag,47,1.93,1.6,145,10490,5,11,66,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,339.95874,238.3036,262.12363,73.13822,35.898766,530.7661
601,,Ag,Ag,47,1.93,1.6,145,10490,5,11,66,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,104.8113,116.4768,94.133896,70.86332,37.3998,533.697
602,,Ag,Ag,47,1.93,1.6,145,10490,5,11,66,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,113.32775,160.90643,127.62764,88.84403,38.347107,1583.898
603,,Ag,Ag,47,1.93,1.6,145,10490,5,11,66,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,104.8113,120.209435,86.184296,73.13822,38.347107,530.7661
604,,Ag,Ag,47,1.93,1.6,145,10490,5,11,67,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,152.62495,94.60715,192.79176,85.92688,100.008675,533.697
605,,Ag,Ag,47,1.93,1.6,145,10490,5,11,67,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,159.35396,129.08981,224.94757,91.39305,102.69567,1583.898
606,,Ag,Ag,47,1.93,1.6,145,10490,5,11,67,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,152.62495,93.65471,191.95335,87.45799,103.746666,530.7661
607,,Ag,Ag,47,1.93,1.6,145,10490,5,11,67,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14606,164.34708,321.8085,70.86332,78.31606,533.697
608,,Ag,Ag,47,1.93,1.6,145,10490,5,11,67,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14572,239.05542,376.54922,88.84403,79.263374,1583.898
609,,Ag,Ag,47,1.93,1.6,145,10490,5,11,67,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14606,197.37466,315.50745,73.13822,79.263374,530.7661
610,,Ag,Ag,47,1.93,1.6,145,10490,5,11,67,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,123.92055,84.67716,145.86914,70.86332,80.764404,533.697
611,,Ag,Ag,47,1.93,1.6,145,10490,5,11,67,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,130.64958,125.16591,181.01144,88.84403,81.711716,1583.898
612,,Ag,Ag,47,1.93,1.6,145,10490,5,11,67,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,123.92055,87.511116,139.56813,73.13822,81.711716,530.7661
613,,Ag,Ag,47,1.93,1.6,145,10490,5,11,68,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,152.62495,94.60715,192.79176,85.92688,100.008675,533.697
614,,Ag,Ag,47,1.93,1.6,145,10490,5,11,68,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,159.35396,129.08981,224.94757,91.39305,102.69567,1583.898
615,,Ag,Ag,47,1.93,1.6,145,10490,5,11,68,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,152.62495,93.65471,191.95335,87.45799,103.746666,530.7661
616,,Ag,Ag,47,1.93,1.6,145,10490,5,11,68,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14606,164.34708,321.8085,70.86332,78.31606,533.697
617,,Ag,Ag,47,1.93,1.6,145,10490,5,11,68,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14572,239.05542,376.54922,88.84403,79.263374,1583.898
618,,Ag,Ag,47,1.93,1.6,145,10490,5,11,68,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14606,197.37466,315.50745,73.13822,79.263374,530.7661
619,,Ag,Ag,47,1.93,1.6,145,10490,5,11,68,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,123.92055,84.67716,145.86914,70.86332,80.764404,533.697
620,,Ag,Ag,47,1.93,1.6,145,10490,5,11,68,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,130.64958,125.16591,181.01144,88.84403,81.711716,1583.898
621,,Ag,Ag,47,1.93,1.6,145,10490,5,11,68,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,123.92055,87.511116,139.56813,73.13822,81.711716,530.7661
622,,Ag,Ag,47,1.93,1.6,145,10490,5,11,69,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,152.62495,94.60715,192.79176,85.92688,100.008675,533.697
623,,Ag,Ag,47,1.93,1.6,145,10490,5,11,69,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,159.35396,129.08981,224.94757,91.39305,102.69567,1583.898
624,,Ag,Ag,47,1.93,1.6,145,10490,5,11,69,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,152.62495,93.65471,191.95335,87.45799,103.746666,530.7661
625,,Ag,Ag,47,1.93,1.6,145,10490,5,11,69,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14606,164.34708,321.8085,70.86332,78.31606,533.697
626,,Ag,Ag,47,1.93,1.6,145,10490,5,11,69,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14572,239.05542,376.54922,88.84403,79.263374,1583.898
627,,Ag,Ag,47,1.93,1.6,145,10490,5,11,69,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14606,197.37466,315.50745,73.13822,79.263374,530.7661
628,,Ag,Ag,47,1.93,1.6,145,10490,5,11,69,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,123.92055,84.67716,145.86914,70.86332,80.764404,533.697
629,,Ag,Ag,47,1.93,1.6,145,10490,5,11,69,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,130.64958,125.16591,181.01144,88.84403,81.711716,1583.898
630,,Ag,Ag,47,1.93,1.6,145,10490,5,11,69,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,123.92055,87.511116,139.56813,73.13822,81.711716,530.7661
631,,Ag,Ag,47,1.93,1.6,145,10490,5,11,70,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,152.62495,94.60715,192.79176,85.92688,100.008675,533.697
632,,Ag,Ag,47,1.93,1.6,145,10490,5,11,70,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,159.35396,129.08981,224.94757,91.39305,102.69567,1583.898
633,,Ag,Ag,47,1.93,1.6,145,10490,5,11,70,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,152.62495,93.65471,191.95335,87.45799,103.746666,530.7661
634,,Ag,Ag,47,1.93,1.6,145,10490,5,11,70,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14606,164.34708,321.8085,70.86332,78.31606,533.697
635,,Ag,Ag,47,1.93,1.6,145,10490,5,11,70,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14572,239.05542,376.54922,88.84403,79.263374,1583.898
636,,Ag,Ag,47,1.93,1.6,145,10490,5,11,70,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14606,197.37466,315.50745,73.13822,79.263374,530.7661
637,,Ag,Ag,47,1.93,1.6,145,10490,5,11,70,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,123.92055,84.67716,145.86914,70.86332,80.764404,533.697
638,,Ag,Ag,47,1.93,1.6,145,10490,5,11,70,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,130.64958,125.16591,181.01144,88.84403,81.711716,1583.898
639,,Ag,Ag,47,1.93,1.6,145,10490,5,11,70,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,123.92055,87.511116,139.56813,73.13822,81.711716,530.7661
640,,Ag,Ag,47,1.93,1.6,145,10490,5,11,71,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,152.62495,94.60715,192.79176,85.92688,100.008675,533.697
641,,Ag,Ag,47,1.93,1.6,145,10490,5,11,71,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,159.35396,129.08981,224.94757,91.39305,102.69567,1583.898
642,,Ag,Ag,47,1.93,1.6,145,10490,5,11,71,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,152.62495,93.65471,191.95335,87.45799,103.746666,530.7661
643,,Ag,Ag,47,1.93,1.6,145,10490,5,11,71,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14606,164.34708,321.8085,70.86332,78.31606,533.697
644,,Ag,Ag,47,1.93,1.6,145,10490,5,11,71,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14572,239.05542,376.54922,88.84403,79.263374,1583.898
645,,Ag,Ag,47,1.93,1.6,145,10490,5,11,71,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14606,197.37466,315.50745,73.13822,79.263374,530.7661
646,,Ag,Ag,47,1.93,1.6,145,10490,5,11,71,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,123.92055,84.67716,145.86914,70.86332,80.764404,533.697
647,,Ag,Ag,47,1.93,1.6,145,10490,5,11,71,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,130.64958,125.16591,181.01144,88.84403,81.711716,1583.898
648,,Ag,Ag,47,1.93,1.6,145,10490,5,11,71,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,123.92055,87.511116,139.56813,73.13822,81.711716,530.7661
649,,Ag,Ag,47,1.93,1.6,145,10490,5,11,72,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,152.62495,94.60715,192.79176,85.92688,100.008675,533.697
650,,Ag,Ag,47,1.93,1.6,145,10490,5,11,72,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,159.35396,129.08981,224.94757,91.39305,102.69567,1583.898
651,,Ag,Ag,47,1.93,1.6,145,10490,5,11,72,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,152.62495,93.65471,191.95335,87.45799,103.746666,530.7661
652,,Ag,Ag,47,1.93,1.6,145,10490,5,11,72,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14606,164.34708,321.8085,70.86332,78.31606,533.697
653,,Ag,Ag,47,1.93,1.6,145,10490,5,11,72,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14572,239.05542,376.54922,88.84403,79.263374,1583.898
654,,Ag,Ag,47,1.93,1.6,145,10490,5,11,72,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14606,197.37466,315.50745,73.13822,79.263374,530.7661
655,,Ag,Ag,47,1.93,1.6,145,10490,5,11,72,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,123.92055,84.67716,145.86914,70.86332,80.764404,533.697
656,,Ag,Ag,47,1.93,1.6,145,10490,5,11,72,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,130.64958,125.16591,181.01144,88.84403,81.711716,1583.898
657,,Ag,Ag,47,1.93,1.6,145,10490,5,11,72,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,123.92055,87.511116,139.56813,73.13822,81.711716,530.7661
658,,Ag,Ag,47,1.93,1.6,145,10490,5,11,73,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,152.62495,94.60715,192.79176,85.92688,100.008675,533.697
659,,Ag,Ag,47,1.93,1.6,145,10490,5,11,73,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,159.35396,129.08981,224.94757,91.39305,102.69567,1583.898
660,,Ag,Ag,47,1.93,1.6,145,10490,5,11,73,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,152.62495,93.65471,191.95335,87.45799,103.746666,530.7661
661,,Ag,Ag,47,1.93,1.6,145,10490,5,11,73,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14606,164.34708,321.8085,70.86332,78.31606,533.697
662,,Ag,Ag,47,1.93,1.6,145,10490,5,11,73,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14572,239.05542,376.54922,88.84403,79.263374,1583.898
663,,Ag,Ag,47,1.93,1.6,145,10490,5,11,73,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14606,197.37466,315.50745,73.13822,79.263374,530.7661
664,,Ag,Ag,47,1.93,1.6,145,10490,5,11,73,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,123.92055,84.67716,145.86914,70.86332,80.764404,533.697
665,,Ag,Ag,47,1.93,1.6,145,10490,5,11,73,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,130.64958,125.16591,181.01144,88.84403,81.711716,1583.898
666,,Ag,Ag,47,1.93,1.6,145,10490,5,11,73,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,123.92055,87.511116,139.56813,73.13822,81.711716,530.7661
667,,Ag,Ag,47,1.93,1.6,145,10490,5,11,74,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,152.62495,94.60715,192.79176,85.92688,100.008675,533.697
668,,Ag,Ag,47,1.93,1.6,145,10490,5,11,74,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,159.35396,129.08981,224.94757,91.39305,102.69567,1583.898
669,,Ag,Ag,47,1.93,1.6,145,10490,5,11,74,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,152.62495,93.65471,191.95335,87.45799,103.746666,530.7661
670,,Ag,Ag,47,1.93,1.6,145,10490,5,11,74,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14606,164.34708,321.8085,70.86332,78.31606,533.697
671,,Ag,Ag,47,1.93,1.6,145,10490,5,11,74,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14572,239.05542,376.54922,88.84403,79.263374,1583.898
672,,Ag,Ag,47,1.93,1.6,145,10490,5,11,74,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14606,197.37466,315.50745,73.13822,79.263374,530.7661
673,,Ag,Ag,47,1.93,1.6,145,10490,5,11,74,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,123.92055,84.67716,145.86914,70.86332,80.764404,533.697
674,,Ag,Ag,47,1.93,1.6,145,10490,5,11,74,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,130.64958,125.16591,181.01144,88.84403,81.711716,1583.898
675,,Ag,Ag,47,1.93,1.6,145,10490,5,11,74,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,123.92055,87.511116,139.56813,73.13822,81.711716,530.7661
676,,Ag,Ag,47,1.93,1.6,145,10490,5,11,75,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,152.62495,94.60715,192.79176,85.92688,100.008675,533.697
677,,Ag,Ag,47,1.93,1.6,145,10490,5,11,75,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,159.35396,129.08981,224.94757,91.39305,102.69567,1583.898
678,,Ag,Ag,47,1.93,1.6,145,10490,5,11,75,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,152.62495,93.65471,191.95335,87.45799,103.746666,530.7661
679,,Ag,Ag,47,1.93,1.6,145,10490,5,11,75,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14606,164.34708,321.8085,70.86332,78.31606,533.697
680,,Ag,Ag,47,1.93,1.6,145,10490,5,11,75,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14572,239.05542,376.54922,88.84403,79.263374,1583.898
681,,Ag,Ag,47,1.93,1.6,145,10490,5,11,75,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.14606,197.37466,315.50745,73.13822,79.263374,530.7661
682,,Ag,Ag,47,1.93,1.6,145,10490,5,11,75,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,123.92055,84.67716,145.86914,70.86332,80.764404,533.697
683,,Ag,Ag,47,1.93,1.6,145,10490,5,11,75,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,130.64958,125.16591,181.01144,88.84403,81.711716,1583.898
684,,Ag,Ag,47,1.93,1.6,145,10490,5,11,75,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,123.92055,87.511116,139.56813,73.13822,81.711716,530.7661
685,,Ag,Ag,47,1.93,1.6,145,10490,5,11,76,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,112.73336,91.2502,172.167,85.20053,50.66944,533.697
686,,Ag,Ag,47,1.93,1.6,145,10490,5,11,76,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,120.84112,126.24359,204.32278,90.6667,53.356422,1583.898
687,,Ag,Ag,47,1.93,1.6,145,10490,5,11,76,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,112.73336,90.297775,171.32857,86.73164,54.407425,530.7661
688,,Ag,Ag,47,1.93,1.6,145,10490,5,11,76,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,340.06302,162.01572,301.18375,70.13697,28.976822,533.697
689,,Ag,Ag,47,1.93,1.6,145,10490,5,11,76,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.06268,236.72406,355.92453,88.11768,29.924133,1583.898
690,,Ag,Ag,47,1.93,1.6,145,10490,5,11,76,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,340.06302,195.0433,294.8827,72.41187,29.924133,530.7661
691,,Ag,Ag,47,1.93,1.6,145,10490,5,11,76,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,102.70887,81.783195,125.24441,70.13697,31.425186,533.697
692,,Ag,Ag,47,1.93,1.6,145,10490,5,11,76,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,110.81663,122.78273,160.38666,88.11768,32.372494,1583.898
693,,Ag,Ag,47,1.93,1.6,145,10490,5,11,76,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,102.70887,84.61715,118.943375,72.41187,32.372494,530.7661
694,,Ag,Ag,47,1.93,1.6,145,10490,5,11,77,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,112.73336,91.2502,172.167,85.20053,50.66944,533.697
695,,Ag,Ag,47,1.93,1.6,145,10490,5,11,77,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,120.84112,126.24359,204.32278,90.6667,53.356422,1583.898
696,,Ag,Ag,47,1.93,1.6,145,10490,5,11,77,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,112.73336,90.297775,171.32857,86.73164,54.407425,530.7661
697,,Ag,Ag,47,1.93,1.6,145,10490,5,11,77,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,340.06302,162.01572,301.18375,70.13697,28.976822,533.697
698,,Ag,Ag,47,1.93,1.6,145,10490,5,11,77,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,340.06268,236.72406,355.92453,88.11768,29.924133,1583.898
699,,Ag,Ag,47,1.93,1.6,145,10490,5,11,77,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,340.06302,195.0433,294.8827,72.41187,29.924133,530.7661
700,,Ag,Ag,47,1.93,1.6,145,10490,5,11,77,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,102.70887,81.783195,125.24441,70.13697,31.425186,533.697
701,,Ag,Ag,47,1.93,1.6,145,10490,5,11,77,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,110.81663,122.78273,160.38666,88.11768,32.372494,1583.898
702,,Ag,Ag,47,1.93,1.6,145,10490,5,11,77,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,strong,102.70887,84.61715,118.943375,72.41187,32.372494,530.7661
